classification_xception_dice_train_time,classification_xception_dice_val_time,classification_xception_dice_train_loss,classification_xception_dice_train_accuracy,classification_xception_dice_train_precision,classification_xception_dice_train_recall,classification_xception_dice_train_mcc,classification_xception_dice_train_cohen_kappa,classification_xception_dice_val_loss,classification_xception_dice_val_accuracy,classification_xception_dice_val_precision,classification_xception_dice_val_recall,classification_xception_dice_val_mcc,classification_xception_dice_val_cohen_kappa
274.27332043647766,85.75926733016968,0.2990418594816457,0.8698061108589172,0.6410256624221802,0.8899676203727722,0.6769410371780396,0.6608931422233582,0.20922426134347916,0.8933333158493042,0.6694915294647217,0.8977272510528564,0.7123748064041138,0.6997164487838745
278.25478196144104,83.73161768913269,0.18380109123561694,0.9279778599739075,0.8023598790168762,0.8802589178085327,0.7946208119392395,0.7932058572769165,0.3790065571665764,0.8644444346427917,0.7368420958518982,0.47727271914482117,0.5197389721870422,0.5028795003890991
274.750559091568,84.0083179473877,0.1574336342189623,0.9335179924964905,0.8104956150054932,0.8996763825416565,0.8118181228637695,0.8099775910377502,0.3257122188806534,0.8688889145851135,0.698630154132843,0.5795454382896423,0.558135986328125,0.5545451641082764
276.19478845596313,84.53647541999817,0.14287947830946549,0.9376731514930725,0.8155619502067566,0.9158576130867004,0.8249731659889221,0.8226572275161743,0.23762819170951843,0.8888888955116272,0.686274528503418,0.7954545617103577,0.669823169708252,0.666903555393219
273.77188897132874,85.69173812866211,0.16361140686532724,0.928670346736908,0.8433333039283752,0.8187702298164368,0.7858253121376038,0.7856875658035278,0.1799805983901024,0.9177777767181396,0.7684210538864136,0.8295454382896423,0.7471661567687988,0.7463050484657288
277.5245826244354,83.22720623016357,0.1454163090042446,0.942520797252655,0.8403614163398743,0.9029126167297363,0.8345250487327576,0.8336377739906311,0.23928193002939224,0.8688889145851135,0.6106870174407959,0.9090909361839294,0.6707224249839783,0.6483164429664612
277.878133058548,83.81701374053955,0.16707726146863855,0.9314404726028442,0.8162650465965271,0.8770226240158081,0.8024210929870605,0.8015679717063904,0.297066330909729,0.9133333563804626,0.8101266026496887,0.7272727489471436,0.715015709400177,0.7134506702423096
274.7235019207001,84.21953344345093,0.16110422041105188,0.9369806051254272,0.8562091588973999,0.8478964567184448,0.8120141625404358,0.8119985461235046,0.16295800358057022,0.9222221970558167,0.7226890921592712,0.9772727489471436,0.7968875169754028,0.7818740606307983
275.78287863731384,85.00760555267334,0.13096323479776797,0.945983350276947,0.8666666746139526,0.8834951519966125,0.8406149744987488,0.8405517339706421,0.17379863560199738,0.9111111164093018,0.7307692170143127,0.8636363744735718,0.739814281463623,0.7356672883033752
273.74598717689514,84.48383259773254,0.11965996286143428,0.9542936086654663,0.8906752467155457,0.8964401483535767,0.86445552110672,0.8644482493400574,0.18004536628723145,0.9177777767181396,0.7524752616882324,0.8636363744735718,0.7553660273551941,0.7525047063827515
276.32166862487793,84.74549460411072,0.10997314556785252,0.9563711881637573,0.896774172782898,0.8996763825416565,0.8704593777656555,0.8704575300216675,0.15433141589164734,0.9266666769981384,0.7777777910232544,0.875,0.779596209526062,0.7774480581283569
277.42330837249756,85.54819846153259,0.08702344479768173,0.9639889001846313,0.890577495098114,0.9482200741767883,0.896138608455658,0.895413339138031,0.14372026175260544,0.9355555772781372,0.8105263113975525,0.875,0.8020824193954468,0.8011580109596252
276.92255663871765,85.16166281700134,0.0892018727634264,0.9632964134216309,0.9076433181762695,0.9223300814628601,0.8915768265724182,0.8915301561355591,0.13097035139799118,0.9377777576446533,0.8061224222183228,0.8977272510528564,0.8122539520263672,0.8103894591331482
275.79274344444275,83.91914391517639,0.08684189682421477,0.9660664796829224,0.9113923907279968,0.9320388436317444,0.9000427722930908,0.8999508023262024,0.17934595793485641,0.9155555367469788,0.719298243522644,0.9318181872367859,0.7691617012023926,0.7585973143577576
275.7139344215393,83.82995796203613,0.08859054938606593,0.9688365459442139,0.9074074029922485,0.9514563083648682,0.9093874096870422,0.9089686274528503,0.169319286942482,0.9222221970558167,0.7623762488365173,0.875,0.7687950134277344,0.7658827900886536
279.40007042884827,83.62043738365173,0.10534882286320561,0.9591412544250488,0.9222972989082336,0.8834951519966125,0.8769751787185669,0.8766512274742126,0.13305065780878067,0.9399999976158142,0.8144329786300659,0.8977272510528564,0.8179373145103455,0.8164042234420776
277.4527552127838,84.98278307914734,0.11246654780014702,0.9536011219024658,0.8805031180381775,0.9061488509178162,0.8636620044708252,0.8635168075561523,0.1809142753481865,0.9133333563804626,0.7289719581604004,0.8863636255264282,0.7511524558067322,0.7453495264053345
278.1024191379547,84.67826581001282,0.12229271816170734,0.9494459629058838,0.8757961988449097,0.8899676203727722,0.8506426215171814,0.8505980968475342,0.13106784224510193,0.9355555772781372,0.7920792102813721,0.9090909361839294,0.80908203125,0.8060171604156494
276.1623604297638,84.19184017181396,0.08345714600189873,0.9660664796829224,0.9304635524749756,0.909385085105896,0.8983824849128723,0.8982876539230347,0.28309231996536255,0.8133333325386047,0.511904776096344,0.9772727489471436,0.6156214475631714,0.558576226234436
277.83044385910034,85.47846293449402,0.0945764598639115,0.9605262875556946,0.8913043737411499,0.9288026094436646,0.8847335577011108,0.8844261169433594,0.17165379971265793,0.9200000166893005,0.7765957713127136,0.8295454382896423,0.7527694702148438,0.7521268129348755
278.53983187675476,86.14834952354431,0.09856360373289688,0.9570637345314026,0.8538681864738464,0.9644013047218323,0.8808332681655884,0.8781052827835083,0.18263140320777893,0.9244444370269775,0.8292682766914368,0.7727272510528564,0.7542101144790649,0.7534961700439453
277.690274477005,82.86125826835632,0.07976387376370637,0.9660664796829224,0.8987730145454407,0.9482200741767883,0.9016367197036743,0.9011058807373047,0.13040552288293839,0.9355555772781372,0.7706422209739685,0.9545454382896423,0.8197590708732605,0.8121383190155029
279.3175971508026,85.23425960540771,0.07178959380025449,0.9709141254425049,0.9082568883895874,0.9611650705337524,0.9159345626831055,0.9153313636779785,0.16581089049577713,0.9244444370269775,0.7755101919174194,0.8636363744735718,0.7715296745300293,0.7697586417198181
278.0695996284485,84.51600623130798,0.06903938366019208,0.9716066718101501,0.9294871687889099,0.938511312007904,0.9159097671508789,0.9158924221992493,0.18726829439401627,0.9244444370269775,0.8461538553237915,0.75,0.7511135935783386,0.7490651607513428
277.2414503097534,83.34426045417786,0.11476171016693115,0.9605262875556946,0.8888888955116272,0.9320388436317444,0.8851011991500854,0.8846936225891113,0.16226274520158768,0.9244444370269775,0.7872340679168701,0.8409090638160706,0.7665519714355469,0.7658975124359131
276.12243604660034,84.36585187911987,0.06313514450322026,0.9736841917037964,0.9442622661590576,0.9320388436317444,0.9214324951171875,0.9214010238647461,0.1545601338148117,0.9266666769981384,0.7722772359848022,0.8863636255264282,0.7822239995002747,0.7792609333992004
278.2259273529053,83.6509358882904,0.06610120379406473,0.9750692248344421,0.9226006269454956,0.9644013047218323,0.9274634718894958,0.9270905256271362,0.16467499732971191,0.9177777767181396,0.7575757503509521,0.8522727489471436,0.7525456547737122,0.7504720687866211
274.88601088523865,84.20548105239868,0.06384172646895699,0.9729917049407959,0.9354838728904724,0.938511312007904,0.9198089838027954,0.9198070168495178,0.13243576139211655,0.9377777576446533,0.8191489577293396,0.875,0.8078994750976562,0.8072097301483154
277.5666925907135,83.38223123550415,0.07914821220480878,0.9667590260505676,0.9364548325538635,0.9061488509178162,0.9002025723457336,0.9000072479248047,0.12224431335926056,0.9444444179534912,0.8058252334594727,0.9431818127632141,0.8382866978645325,0.8341246247291565
276.44225430488586,83.86817383766174,0.06536990404129028,0.9750692248344421,0.9200000166893005,0.9676375389099121,0.9277440309524536,0.927259087562561,0.18469686061143875,0.9088888764381409,0.7196261882781982,0.875,0.7379917502403259,0.732290506362915
