segmentation_deeplab_ce_train_time,segmentation_deeplab_ce_val_time,segmentation_deeplab_ce_train_loss,segmentation_deeplab_ce_train_accuracy,segmentation_deeplab_ce_train_precision,segmentation_deeplab_ce_train_recall,segmentation_deeplab_ce_train_mcc,segmentation_deeplab_ce_train_cohen_kappa,segmentation_deeplab_ce_train_iou_0,segmentation_deeplab_ce_train_iou_1,segmentation_deeplab_ce_train_iou_2,segmentation_deeplab_ce_train_iou_3,segmentation_deeplab_ce_train_iou_4,segmentation_deeplab_ce_train_iou_5,segmentation_deeplab_ce_train_iou_6,segmentation_deeplab_ce_train_iou_7,segmentation_deeplab_ce_train_iou_8,segmentation_deeplab_ce_train_iou_9,segmentation_deeplab_ce_train_iou_mean,segmentation_deeplab_ce_val_loss,segmentation_deeplab_ce_val_accuracy,segmentation_deeplab_ce_val_precision,segmentation_deeplab_ce_val_recall,segmentation_deeplab_ce_val_mcc,segmentation_deeplab_ce_val_cohen_kappa,segmentation_deeplab_ce_val_iou_0,segmentation_deeplab_ce_val_iou_1,segmentation_deeplab_ce_val_iou_2,segmentation_deeplab_ce_val_iou_3,segmentation_deeplab_ce_val_iou_4,segmentation_deeplab_ce_val_iou_5,segmentation_deeplab_ce_val_iou_6,segmentation_deeplab_ce_val_iou_7,segmentation_deeplab_ce_val_iou_8,segmentation_deeplab_ce_val_iou_9,segmentation_deeplab_ce_val_iou_mean
429.35062885284424,121.74752140045166,1.0172195615975752,0.7058415412902832,0.7058415412902832,0.7058415412902832,0.5357620120048523,0.5351690053939819,3.930977618438192e-05,0.18406477570533752,0.23345638811588287,0.10816339403390884,0.34270864725112915,0.43155696988105774,0.4687306880950928,0.00208537676371634,0.0029998859390616417,0.72181236743927,0.24956178665161133,0.7397699574629466,0.7743291258811951,0.7743291258811951,0.7743291258811951,0.6507116556167603,0.6482477188110352,1.994340527744498e-05,0.2735411822795868,0.3752157390117645,0.09552749991416931,0.44039809703826904,0.4835180640220642,0.670015811920166,0.0,0.0,0.7883381247520447,0.3126574456691742
416.4823806285858,121.36326360702515,0.6714006150546281,0.788684070110321,0.788684070110321,0.788684070110321,0.6603983044624329,0.6587380170822144,7.063068096613279e-06,0.3739081919193268,0.46387648582458496,0.1950158029794693,0.5003657341003418,0.5158098340034485,0.6357004046440125,0.0,0.0,0.7841518521308899,0.34688353538513184,0.6026309370994568,0.8185403347015381,0.8185403347015381,0.8185403347015381,0.7204614877700806,0.7194660902023315,0.0,0.4951880872249603,0.46658918261528015,0.3549433648586273,0.5578956007957458,0.5605653524398804,0.7158188223838806,0.0,0.0,0.8199983835220337,0.39709988236427307
417.7006413936615,121.25088882446289,0.6224814154531645,0.813555896282196,0.813555896282196,0.813555896282196,0.7013376355171204,0.6998756527900696,0.0019359284779056907,0.4391758441925049,0.5462773442268372,0.3394932746887207,0.577608048915863,0.5682629942893982,0.6563408374786377,0.0,0.0,0.8041588068008423,0.3933253288269043,0.6263593753178914,0.7929170727729797,0.7929170727729797,0.7929170727729797,0.6695606708526611,0.6552733182907104,0.10995440185070038,0.3482557535171509,0.5348341464996338,0.1956610530614853,0.6248050332069397,0.5657202005386353,0.5794755816459656,0.0,0.0,0.7657981514930725,0.37245044112205505
416.9556312561035,121.24975633621216,0.6047153751487317,0.8124683499336243,0.8124683499336243,0.8124683499336243,0.7000690698623657,0.6987181901931763,0.03012421540915966,0.42298373579978943,0.5507766008377075,0.35680291056632996,0.5960833430290222,0.5609591603279114,0.6551852822303772,0.0,0.0,0.8007156848907471,0.3973630964756012,0.7128920704126358,0.7706127166748047,0.7706127166748047,0.7706127166748047,0.6444733738899231,0.6397675275802612,0.0641469657421112,0.3029811680316925,0.5167843103408813,0.31588608026504517,0.6105290055274963,0.5789591073989868,0.5120452642440796,0.0,0.0,0.7616124153137207,0.3662944436073303
417.4391040802002,121.54329299926758,0.5502391373333724,0.828671932220459,0.828671932220459,0.828671932220459,0.727526068687439,0.7265464067459106,0.07857053726911545,0.4777045249938965,0.601639449596405,0.3741838335990906,0.6188425421714783,0.5759109258651733,0.6954707503318787,0.0,0.0,0.8199978470802307,0.42423200607299805,0.6940542380015056,0.7789325714111328,0.7789325714111328,0.7789325714111328,0.6616436839103699,0.6605353951454163,0.13092561066150665,0.4108916223049164,0.512140691280365,0.2597070634365082,0.3665793538093567,0.4506869614124298,0.6800753474235535,0.0,0.0,0.7794446349143982,0.3590451180934906
418.5217843055725,120.2294054031372,0.55928749429143,0.8338449001312256,0.8338449001312256,0.8338449001312256,0.7349940538406372,0.7336989641189575,0.11610949039459229,0.47373998165130615,0.5957985520362854,0.37724411487579346,0.6191493272781372,0.5824993252754211,0.7102664709091187,0.0,0.0,0.8252082467079163,0.43000155687332153,0.60866253276666,0.8178495764732361,0.8178495764732361,0.8178495764732361,0.7146135568618774,0.7127368450164795,0.1379535049200058,0.5184530019760132,0.41912832856178284,0.34439265727996826,0.5747395157814026,0.5790033340454102,0.7013241648674011,0.0,0.0,0.80972820520401,0.4084722697734833
417.33389139175415,121.72270631790161,0.5425732971533485,0.8305950164794922,0.8305950164794922,0.8305950164794922,0.7303143739700317,0.7295291423797607,0.09408055245876312,0.48201248049736023,0.6145281195640564,0.3514319062232971,0.6414251327514648,0.5867565870285034,0.6958039402961731,0.0,0.0397673174738884,0.8200878500938416,0.4325893819332123,0.5842305401961009,0.8223986029624939,0.8223986029624939,0.8223986029624939,0.7259781956672668,0.7245553731918335,0.1096889078617096,0.4358806610107422,0.5443553328514099,0.31913918256759644,0.6236816644668579,0.5667914152145386,0.7146801352500916,0.0,0.07641585916280746,0.8292811512947083,0.4219914376735687
417.9221374988556,121.97254490852356,0.506674943410832,0.8442353010177612,0.8442353010177612,0.8442353010177612,0.7521827816963196,0.7513271570205688,0.1470494270324707,0.5016586184501648,0.6430596113204956,0.4017331302165985,0.6602747440338135,0.6104475855827332,0.7166837453842163,0.0,0.09993331134319305,0.835173487663269,0.4616013467311859,0.5115226258834203,0.8359628319740295,0.8359628319740295,0.8359628319740295,0.7468840479850769,0.7459641695022583,0.33806556463241577,0.5002648234367371,0.5805931687355042,0.36964255571365356,0.6847894191741943,0.5815043449401855,0.705169677734375,0.0,0.12446179240942001,0.8308560252189636,0.47153472900390625
418.0551097393036,120.6529004573822,0.4756483040426088,0.8533547520637512,0.8533547520637512,0.8533547520637512,0.7675842046737671,0.7667261362075806,0.2185811549425125,0.5263314843177795,0.6732327342033386,0.4887499511241913,0.6924212574958801,0.6616137027740479,0.7080290913581848,1.1896250953213894e-06,0.11701112240552902,0.838283896446228,0.4924255311489105,0.5300742228825887,0.8413004875183105,0.8413004875183105,0.8413004875183105,0.7559352517127991,0.7548540234565735,0.15759900212287903,0.40870094299316406,0.615866482257843,0.3606144189834595,0.6832775473594666,0.5824308395385742,0.7306199073791504,0.0,0.08744858205318451,0.8483133316040039,0.44748711585998535
416.68698930740356,120.21863746643066,0.4593099277952443,0.8580962419509888,0.8580962419509888,0.8580962419509888,0.774906575679779,0.7742646932601929,0.282352089881897,0.5309432744979858,0.6665642261505127,0.48420459032058716,0.6859441995620728,0.6557798981666565,0.7246009707450867,5.81607200729195e-05,0.11645025759935379,0.8469741344451904,0.4993871748447418,0.5001617044210434,0.8493049144744873,0.8493049144744873,0.8493049144744873,0.7671881914138794,0.7662407159805298,0.3266117572784424,0.43192970752716064,0.58673095703125,0.3710820972919464,0.7065140604972839,0.6573905348777771,0.7421225905418396,0.00041953413165174425,0.09944181889295578,0.829215943813324,0.4751459062099457
416.72742557525635,121.61861896514893,0.47708251489245374,0.8555493950843811,0.8555493950843811,0.8555493950843811,0.7707881331443787,0.7701517343521118,0.21680133044719696,0.5082677006721497,0.6213811635971069,0.45597395300865173,0.672910749912262,0.6545541882514954,0.7318240404129028,0.0005072037456557155,0.1182023286819458,0.8462556004524231,0.48266783356666565,0.5101367930571238,0.842245876789093,0.842245876789093,0.842245876789093,0.7558594346046448,0.7548272609710693,0.2023373395204544,0.5463782548904419,0.5611318349838257,0.38197463750839233,0.56581050157547,0.6104840040206909,0.7587965726852417,0.0005939341499470174,0.11103972792625427,0.8428303599357605,0.45813772082328796
416.16784048080444,121.60583186149597,0.4590314140786295,0.8549057245254517,0.8549057245254517,0.8549057245254517,0.7703908085823059,0.7698506116867065,0.26013001799583435,0.5069847106933594,0.6700992584228516,0.44595929980278015,0.674867570400238,0.6419457197189331,0.7323356866836548,0.0025414805859327316,0.12091691046953201,0.8453284502029419,0.4901108741760254,0.4606457561254501,0.8588424324989319,0.8588424324989319,0.8588424324989319,0.7826299667358398,0.7820044755935669,0.27373066544532776,0.5304281711578369,0.6476207375526428,0.416437029838562,0.7086119055747986,0.6387503743171692,0.7612437009811401,0.006670601665973663,0.11694484949111938,0.8519298434257507,0.4952367842197418
415.79004859924316,121.50385618209839,0.43250361603239307,0.8664417266845703,0.8664417266845703,0.8664417266845703,0.7891029119491577,0.7886194586753845,0.31888172030448914,0.5288687348365784,0.6882063746452332,0.4560069739818573,0.7061036825180054,0.6673852205276489,0.7525477409362793,0.011257336474955082,0.12200921773910522,0.8578661680221558,0.5109133124351501,0.6181580940882365,0.8361601233482361,0.8361601233482361,0.8361601233482361,0.7491210699081421,0.7486982345581055,0.36747726798057556,0.5591316819190979,0.6363202333450317,0.42327654361724854,0.6960664987564087,0.5427286028862,0.7095116376876831,0.015333911404013634,0.09332690387964249,0.8324286341667175,0.4875601828098297
416.56915807724,120.22629308700562,0.4593449396931607,0.8557097911834717,0.8557097911834717,0.8557097911834717,0.7713552713394165,0.7707345485687256,0.3123166859149933,0.5237653255462646,0.6845282316207886,0.4620773196220398,0.7078967690467834,0.6373994946479797,0.7271736860275269,0.012575943022966385,0.12315253168344498,0.8409892320632935,0.5031875371932983,0.4757352113723755,0.8576182126998901,0.8576182126998901,0.8576182126998901,0.7832058072090149,0.7829262614250183,0.2694978713989258,0.541454017162323,0.670666515827179,0.4565829932689667,0.6921325922012329,0.6585853099822998,0.7492730617523193,0.011501045897603035,0.11845311522483826,0.8516520261764526,0.5019798874855042
414.5410985946655,121.60053968429565,0.4631442531295445,0.8631540536880493,0.8631540536880493,0.8631540536880493,0.7834720015525818,0.7828768491744995,0.3007242977619171,0.5230879783630371,0.6672984957695007,0.5370063781738281,0.7028022408485413,0.6688706874847412,0.7348971366882324,0.019389541819691658,0.12276073545217514,0.8499470353126526,0.5126784443855286,0.5072475810845692,0.8530535101890564,0.8530535101890564,0.8530535101890564,0.7724012732505798,0.7713664174079895,0.3204999566078186,0.5500165820121765,0.6026101112365723,0.44923415780067444,0.6706467866897583,0.6652156710624695,0.7409141063690186,0.020305762067437172,0.11507314443588257,0.8348149061203003,0.49693307280540466
417.2245080471039,121.29176473617554,0.43305386084577313,0.865311324596405,0.865311324596405,0.865311324596405,0.7868134379386902,0.7862345576286316,0.319246768951416,0.528347909450531,0.6847679018974304,0.5087957382202148,0.7079628109931946,0.6801535487174988,0.7346752285957336,0.03276071324944496,0.130525141954422,0.8537869453430176,0.5181022882461548,0.47301561931769054,0.8587172627449036,0.8587172627449036,0.8587172627449036,0.7798736095428467,0.7771803140640259,0.360541433095932,0.5299594402313232,0.6751077771186829,0.47455525398254395,0.7315879464149475,0.6642990708351135,0.7399517297744751,0.037298575043678284,0.10635421425104141,0.8387618660926819,0.5158416628837585
415.8696200847626,121.62786030769348,0.4212176398090694,0.8705501556396484,0.8705501556396484,0.8705501556396484,0.7956535816192627,0.7952728271484375,0.34274765849113464,0.5399368405342102,0.705218493938446,0.49576079845428467,0.7208479046821594,0.6757659316062927,0.7516139149665833,0.04202023893594742,0.12036046385765076,0.8624070286750793,0.5256679654121399,0.4632367491722107,0.8570739030838013,0.8570739030838013,0.8570739030838013,0.7816171646118164,0.7813377380371094,0.3954940736293793,0.5410912036895752,0.6883336901664734,0.4022316336631775,0.7246111631393433,0.634101927280426,0.7506536841392517,0.05379238352179527,0.11406578123569489,0.8489484190940857,0.5153324007987976
415.73761439323425,122.24393701553345,0.40650075738844665,0.8744611144065857,0.8744611144065857,0.8744611144065857,0.8016641139984131,0.801184356212616,0.3415781855583191,0.5551559925079346,0.701678991317749,0.5384382605552673,0.7263863682746887,0.698895275592804,0.749911904335022,0.046698492020368576,0.12721523642539978,0.8639934659004211,0.5349952578544617,0.4476957271496455,0.8667598962783813,0.8667598962783813,0.8667598962783813,0.7936664819717407,0.7929187417030334,0.3963664770126343,0.534247100353241,0.6963059306144714,0.4571584463119507,0.7406770586967468,0.692574143409729,0.7546499967575073,0.03128316253423691,0.11861652135848999,0.8517518043518066,0.5273630619049072
415.7853124141693,120.62946057319641,0.39844841477663623,0.8770091533660889,0.8770091533660889,0.8770091533660889,0.8057877421379089,0.8053396940231323,0.329651415348053,0.5481067299842834,0.7097306251525879,0.5220688581466675,0.7317245602607727,0.7035265564918518,0.765556275844574,0.058259353041648865,0.12352847307920456,0.8677384853363037,0.5359891057014465,0.45806075185537337,0.8630720973014832,0.8630720973014832,0.8630720973014832,0.7857884764671326,0.7831358313560486,0.3639713227748871,0.5271070003509521,0.6704162359237671,0.4361192286014557,0.7285875678062439,0.6603877544403076,0.756929874420166,0.035894155502319336,0.10026312619447708,0.8458192348480225,0.5125495791435242
415.5581030845642,121.07870030403137,0.4398858015951903,0.871911346912384,0.871911346912384,0.871911346912384,0.7978543043136597,0.7974523305892944,0.4066183269023895,0.5482481718063354,0.7089664936065674,0.5022042989730835,0.7114145755767822,0.6927893161773682,0.7497699856758118,0.05046442523598671,0.12873080372810364,0.8603283762931824,0.5359534621238708,0.5277421275774637,0.8329194188117981,0.8329194188117981,0.8329194188117981,0.7404585480690002,0.7382668256759644,0.27397483587265015,0.5248560309410095,0.6663953065872192,0.415151983499527,0.6952985525131226,0.6299774646759033,0.7426971793174744,0.06364431977272034,0.10083264112472534,0.7995149493217468,0.49123430252075195
416.1740155220032,120.56671380996704,0.5316640274680179,0.8291463255882263,0.8291463255882263,0.8291463255882263,0.729587197303772,0.7288882732391357,0.18530406057834625,0.5004391074180603,0.5377737879753113,0.4701746702194214,0.570091962814331,0.6056751012802124,0.7026539444923401,0.04189762473106384,0.09998036175966263,0.812018632888794,0.4526009261608124,0.7774907330671946,0.7964947819709778,0.7964947819709778,0.7964947819709778,0.6947590112686157,0.6922045946121216,0.2659032642841339,0.4936315715312958,0.40774351358413696,0.2753070592880249,0.47034376859664917,0.5357735753059387,0.6718798279762268,0.02222498692572117,0.11937684565782547,0.7921882271766663,0.40543729066848755
417.20924043655396,120.61458158493042,0.44059911305489746,0.8597237467765808,0.8597237467765808,0.8597237467765808,0.7778894901275635,0.7773568034172058,0.33905029296875,0.5354775786399841,0.6186695098876953,0.5279392600059509,0.6708993315696716,0.653326690196991,0.7331496477127075,0.04463040828704834,0.11759945750236511,0.849341094493866,0.5090083479881287,0.5540519654750824,0.8241092562675476,0.8241092562675476,0.8241092562675476,0.7274225950241089,0.72422856092453,0.29361987113952637,0.5110489726066589,0.6363619565963745,0.44375869631767273,0.6397573351860046,0.6275394558906555,0.6680499911308289,0.04888135567307472,0.11649361252784729,0.8024336099624634,0.47879448533058167
416.6542229652405,121.8012101650238,0.4029599088041679,0.8758772015571594,0.8758772015571594,0.8758772015571594,0.8038878440856934,0.8034577369689941,0.4462801516056061,0.5348528623580933,0.6892896294593811,0.5170795917510986,0.7225472927093506,0.69846510887146,0.7543327808380127,0.06251663714647293,0.12745019793510437,0.8673825860023499,0.5420196652412415,0.427407102783521,0.8705807328224182,0.8705807328224182,0.8705807328224182,0.7995381355285645,0.7985897064208984,0.4456016421318054,0.5580976009368896,0.702069103717804,0.49134549498558044,0.7320230007171631,0.6735682487487793,0.7763091325759888,0.05531729385256767,0.11289561539888382,0.8530212044715881,0.5400248765945435
414.02468085289,120.59541988372803,0.4111679915500724,0.8731744289398193,0.8731744289398193,0.8731744289398193,0.8000227212905884,0.7996003031730652,0.3762301206588745,0.5473716855049133,0.6969447731971741,0.5094107985496521,0.7152255773544312,0.6864132881164551,0.7601684927940369,0.06983651220798492,0.12379257380962372,0.8641319274902344,0.5349525809288025,0.44919368624687195,0.8640104532241821,0.8640104532241821,0.8640104532241821,0.7919356226921082,0.7917424440383911,0.3551328778266907,0.5202072858810425,0.7088024616241455,0.434079647064209,0.7385895848274231,0.6775171756744385,0.7619984745979309,0.057487908750772476,0.12973669171333313,0.8528372645378113,0.523638904094696
416.44684195518494,121.76935148239136,0.39397660675256146,0.8778975605964661,0.8778975605964661,0.8778975605964661,0.8072955012321472,0.8068649172782898,0.39127036929130554,0.5336516499519348,0.6549903750419617,0.5513202548027039,0.7150711417198181,0.7207724452018738,0.757450520992279,0.06551738828420639,0.1274110972881317,0.870039165019989,0.5387494564056396,0.44886883397897087,0.8656065464019775,0.8656065464019775,0.8656065464019775,0.7914043664932251,0.7899686694145203,0.4045749604701996,0.5430126190185547,0.7152100801467896,0.43308547139167786,0.735875129699707,0.6859002709388733,0.7557750344276428,0.04081570357084274,0.10495740920305252,0.8499935269355774,0.5269200205802917
417.34134316444397,121.43455505371094,0.38220418730507727,0.8854960203170776,0.8854960203170776,0.8854960203170776,0.8201394081115723,0.8198568820953369,0.5114364624023438,0.5503500699996948,0.7136351466178894,0.5669928193092346,0.7458785176277161,0.7302919626235962,0.7665507793426514,0.06954861432313919,0.12737426161766052,0.8759259581565857,0.5657984614372253,0.42872784435749056,0.8695225119590759,0.8695225119590759,0.8695225119590759,0.8014289140701294,0.8011295795440674,0.4216119050979614,0.538665235042572,0.6783873438835144,0.4372236132621765,0.7268779277801514,0.6790446639060974,0.7669649124145508,0.056222300976514816,0.13719476759433746,0.8673571944236755,0.5309550166130066
414.42587900161743,120.97011137008667,0.40977570155392523,0.8693667054176331,0.8693667054176331,0.8693667054176331,0.7933995127677917,0.7928862571716309,0.3589908182621002,0.5110850930213928,0.682844340801239,0.5236980319023132,0.7402881383895874,0.6947855353355408,0.7326431274414062,0.07373891025781631,0.12767623364925385,0.8585758805274963,0.5304326415061951,0.49332089523474376,0.8557112812995911,0.8557112812995911,0.8557112812995911,0.7770278453826904,0.7750378251075745,0.4227809011936188,0.5094625353813171,0.6660204529762268,0.44197091460227966,0.7129721641540527,0.7002174854278564,0.6989031434059143,0.06983399391174316,0.11985288560390472,0.8409463167190552,0.5182960629463196
415.8185577392578,121.39969444274902,0.3657089931809384,0.8865184783935547,0.8865184783935547,0.8865184783935547,0.8208180665969849,0.8204590678215027,0.38815444707870483,0.5521578192710876,0.7290405631065369,0.5840839147567749,0.7500637769699097,0.7509593963623047,0.7712990641593933,0.07560712844133377,0.12864983081817627,0.873799204826355,0.5603815317153931,0.4476848036050797,0.8690647482872009,0.8690647482872009,0.8690647482872009,0.8010143637657166,0.8008381724357605,0.44569799304008484,0.5155936479568481,0.6887890696525574,0.43578800559043884,0.7203173637390137,0.6927236318588257,0.7606489658355713,0.047537773847579956,0.11017744988203049,0.864848792552948,0.5282122492790222
415.5093059539795,120.78757309913635,0.37013807244922803,0.8858568072319031,0.8858568072319031,0.8858568072319031,0.8197932243347168,0.81939297914505,0.48925724625587463,0.5607953667640686,0.7246034145355225,0.5935850143432617,0.7419757843017578,0.7378195524215698,0.7574828863143921,0.07349345833063126,0.124700628221035,0.8754491209983826,0.5679162740707397,0.4177250479658445,0.8677988648414612,0.8677988648414612,0.8677988648414612,0.7967722415924072,0.7964835166931152,0.4368436634540558,0.5176789164543152,0.6891907453536987,0.4263229966163635,0.7533032894134521,0.637718677520752,0.7853280901908875,0.09078645706176758,0.1176009327173233,0.8600528240203857,0.5314826965332031
415.48329496383667,120.90222334861755,0.3789041729077049,0.8796024322509766,0.8796024322509766,0.8796024322509766,0.8099693059921265,0.8095120191574097,0.46977686882019043,0.5585781931877136,0.7018283009529114,0.5366169214248657,0.7312608957290649,0.7019020915031433,0.7652369141578674,0.07367748022079468,0.1362321525812149,0.8687825202941895,0.554389238357544,0.4512927333513896,0.8617609143257141,0.8617609143257141,0.8617609143257141,0.7882997393608093,0.7875929474830627,0.36256498098373413,0.5627193450927734,0.7189070582389832,0.35506361722946167,0.7402753233909607,0.6299912929534912,0.7738966941833496,0.05974024906754494,0.1386105716228485,0.8641726970672607,0.5205942392349243
